"","masterid","sampleyear","MetricValue","deltah_final","hydro.endpoints","ChannelType","csci_Incr","RelChangeInDeltaINC","Threshold","Lower","Upper","NoFlowProblem","HealthyCSCI","RelChangeInDelta","Categories","MaxScore"
"147","SMC02484",2013,0.52408964,52.1415014152515,"DS_Mag_50","HB",0.62408964,94.47,"HB",-24.4146852806944,29.2186977663974,"No","No",43.9626842853994,"Type E",0.52408964
"148","SMC02591",2011,0.89992222,1.03200882450883,"DS_Mag_50","NAT",0.99992222,0,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.89992222
"149","SMC04661",2014,0.93130374,3.05704353979353,"DS_Mag_50","NAT",1.03130374,60.52,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.93130374
"150","SMC18046",2013,0.81859748,3.10044846819847,"DS_Mag_50","SB1",0.91859748,99.99,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.81859748
"151","SMC18046",2013,0.81859748,3.10044846819847,"DS_Mag_50","SB1",0.91859748,99.99,"SB2",-15.8037617728112,15.4734295507655,"Yes","Yes",NA,"Type X",0.81859748
"152","403M01619",2021,0.6893958,0.291144272394275,"DS_Mag_50","NAT",0.7893958,3486.24,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.6893958
"153","403M05832",2019,0.85937319,0.454166999666998,"DS_Mag_50","NAT",0.95937319,0,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.85937319
"154","902M20301",2020,0.83320275,4.57053338328338,"DS_Mag_50","NAT",0.93320275,73.73,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.83320275
"155","907M23408",2020,0.36103358,0.375597485847486,"DS_Mag_50","NAT",0.46103358,25085.36,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.36103358
"156","403M01560",2019,0.44703778,2.85468689643689,"DS_Mag_50","NAT",0.54703778,3213.66,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.44703778
"157","SMC03304",2011,0.591619,4.7196108058608,"DS_Mag_50","HB",0.691619,38.99,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.591619
"158","SMC03304",2011,0.591619,4.7196108058608,"DS_Mag_50","HB",0.691619,38.99,"HB",-24.4146852806944,29.2186977663974,"Yes","No",NA,"Type E",0.591619
"159","SMC05296",2012,0.93834398,7.27698426573427,"DS_Mag_50","NAT",1.03834398,83.41,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.93834398
"160","901M14138",2017,0.80679255,0.352370712620713,"DS_Mag_50","NAT",0.90679255,0,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.80679255
"161","404M07362",2017,0.38852855,1.45094413919414,"DS_Mag_50","NAT",0.48852855,6419.27,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.38852855
"162","801M12611",2015,0.46342111,15.0697981185481,"DS_Mag_50","SB2",0.56342111,37.49,"NAT",-10.7138647980125,10.3609923839238,"No","No",31.2466411134509,"Type E",0.46342111
"163","801M12611",2015,0.46342111,15.0697981185481,"DS_Mag_50","SB2",0.56342111,37.49,"SB2",-15.8037617728112,15.4734295507655,"No","No",2.67841300223263,"Type C",0.46342111
"164","902M18864",2015,1.06967041,2.55145962370962,"DS_Mag_50","NAT",1.16967041,52.91,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",1.06967041
"165","907BCT",2014,0.9583806,1.46018581418581,"DS_Mag_50","NAT",1.0583806,17.81,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.9583806
"166","SMC02270",2010,0.63508318,-2.20567773892774,"DS_Mag_50","HB",0.73508318,100.2,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.63508318
"167","SMC02270",2010,0.63508318,-2.20567773892774,"DS_Mag_50","HB",0.73508318,100.2,"HB",-24.4146852806944,29.2186977663974,"Yes","No",NA,"Type E",0.63508318
"168","SMC02284",2013,0.41568411,3.24963078588078,"DS_Mag_50","HB",0.51568411,11.39,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.41568411
"169","SMC02284",2013,0.41568411,3.24963078588078,"DS_Mag_50","HB",0.51568411,11.39,"HB",-24.4146852806944,29.2186977663974,"Yes","No",NA,"Type E",0.41568411
"170","801M16916",2016,0.73325394,31.3433706293706,"DS_Mag_50","NAT",0.83325394,96.16,"NAT",-10.7138647980125,10.3609923839238,"No","No",66.9435922943943,"Type E",0.73325394
"171","909M24969",2020,0.99437135,0.478220862470863,"DS_Mag_50","NAT",1.09437135,0,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.99437135
"172","SMC01278",2021,0.37555803,20.722433982684,"DS_Mag_50","HB",0.47555803,43,"NAT",-10.7138647980125,10.3609923839238,"No","No",50.0010838853119,"Type E",0.37555803
"173","SMC01278",2021,0.37555803,20.722433982684,"DS_Mag_50","HB",0.47555803,43,"HB",-24.4146852806944,29.2186977663974,"No","No",41.0003177754747,"Type E",0.37555803
"174","SMC09534",2018,0.41038968,22.6159293206793,"DS_Mag_50","HB",0.51038968,81.36,"NAT",-10.7138647980125,10.3609923839238,"No","No",54.1871915276547,"Type E",0.41038968
"175","SMC09534",2018,0.41038968,22.6159293206793,"DS_Mag_50","HB",0.51038968,81.36,"HB",-24.4146852806944,29.2186977663974,"No","No",29.1952117115998,"Type E",0.41038968
"176","SMC16169",2015,0.79950826,1.93788594738595,"DS_Mag_50","NAT",0.89950826,38.19,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.79950826
"177","403M05758",2015,0.79569974,10.5921439393939,"DS_Mag_50","NAT",0.89569974,88.65,"NAT",-10.7138647980125,10.3609923839238,"No","Yes",2.18229243100076,"Type X",0.79569974
"178","904M21720",2015,0.75104196,1.14451973026973,"DS_Mag_50","NAT",0.85104196,0,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.75104196
"179","SMC00729",2009,0.68295207,1.05083216783217,"DS_Mag_50","NAT",0.78295207,975.42,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.68295207
"180","SMC03737",2012,0.52039334,0.762981268731267,"DS_Mag_50","HB",0.62039334,2.62,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.52039334
"181","SMC03737",2012,0.52039334,0.762981268731267,"DS_Mag_50","HB",0.62039334,2.62,"HB",-24.4146852806944,29.2186977663974,"Yes","No",NA,"Type D",0.52039334
"182","SMC09564",2010,0.61535722,10.6977474192474,"DS_Mag_50","SB0",0.71535722,86.93,"NAT",-10.7138647980125,10.3609923839238,"No","No",3.14790602288579,"Type B",0.61535722
"183","SMC09564",2010,0.61535722,10.6977474192474,"DS_Mag_50","SB0",0.71535722,86.93,"SB2",-15.8037617728112,15.4734295507655,"No","No",44.6419413766088,"Type E",0.61535722
"184","SMC11181",2011,0.50949656,2.49595596070596,"DS_Mag_50","HB",0.60949656,0,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.50949656
"185","SMC11181",2011,0.50949656,2.49595596070596,"DS_Mag_50","HB",0.60949656,0,"HB",-24.4146852806944,29.2186977663974,"Yes","No",NA,"Type D",0.50949656
"186","403M01580",2019,0.54860281,2.85468689643689,"DS_Mag_50","NAT",0.64860281,1081.03,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.54860281
"187","906M21790",2020,0.72709217,3.18831818181818,"DS_Mag_50","NAT",0.82709217,22.27,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.72709217
"188","SMC16980",2011,0.99551735,3.20055311355311,"DS_Mag_50","NAT",1.09551735,62.49,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.99551735
"189","911TJWIL3",2019,1.1842725,1.41285797535797,"DS_Mag_50","NAT",1.2842725,14.86,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",1.1842725
"190","SMC00693",2010,0.87183844,1.60885298035298,"DS_Mag_50","NAT",0.97183844,25.48,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.87183844
"191","SMC02228",2009,0.57329829,22.7544548784549,"DS_Mag_50","HB",0.67329829,87.32,"NAT",-10.7138647980125,10.3609923839238,"No","No",54.4660927309925,"Type E",0.57329829
"192","SMC02228",2009,0.57329829,22.7544548784549,"DS_Mag_50","HB",0.67329829,87.32,"HB",-24.4146852806944,29.2186977663974,"No","No",28.4086914956736,"Type E",0.57329829
"193","SMC01990",2014,0.65620694,2.86592740592741,"DS_Mag_50","SB0",0.75620694,51.29,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.65620694
"194","SMC01990",2014,0.65620694,2.86592740592741,"DS_Mag_50","SB0",0.75620694,51.29,"SB2",-15.8037617728112,15.4734295507655,"Yes","No",NA,"Type E",0.65620694
"195","SMC02644",2011,0.59386304,13.0263887778888,"DS_Mag_50","SB0",0.69386304,89.28,"NAT",-10.7138647980125,10.3609923839238,"No","No",20.4615142340085,"Type E",0.59386304
"196","SMC02644",2011,0.59386304,13.0263887778888,"DS_Mag_50","SB0",0.69386304,89.28,"SB2",-15.8037617728112,15.4734295507655,"No","No",18.7852582523128,"Type E",0.59386304
"197","SMC06714",2010,0.60480512,6.93350782550783,"DS_Mag_50","NAT",0.70480512,213.31,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.60480512
"198","SMC00446",2010,0.47742784,2.21719355644356,"DS_Mag_50","SB0",0.57742784,238.14,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.47742784
"199","SMC00446",2010,0.47742784,2.21719355644356,"DS_Mag_50","SB0",0.57742784,238.14,"SB2",-15.8037617728112,15.4734295507655,"Yes","No",NA,"Type E",0.47742784
"200","SMC00958",2011,0.25463411,25.9769900099901,"DS_Mag_50","SB2",0.35463411,151.44,"NAT",-10.7138647980125,10.3609923839238,"No","No",60.1147308447237,"Type E",0.25463411
"201","SMC00958",2011,0.25463411,25.9769900099901,"DS_Mag_50","SB2",0.35463411,151.44,"SB2",-15.8037617728112,15.4734295507655,"No","No",40.43409361587,"Type E",0.25463411
"202","402M00090",2020,0.90842106,0.919002830502831,"DS_Mag_50","NAT",1.00842106,0,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.90842106
"203","402M00130",2020,0.88723256,8.2877241092241,"DS_Mag_50","NAT",0.98723256,85.55,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.88723256
"204","905M21791",2020,0.75737313,1.53959998334999,"DS_Mag_50","NAT",0.85737313,22.08,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.75737313
"205","SMC01413",2012,0.8784077,2.29352122877123,"DS_Mag_50","NAT",0.9784077,47.53,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.8784077
"206","SMC04383",2014,0.80194072,1.26742932067932,"DS_Mag_50","NAT",0.90194072,5.52,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.80194072
"207","SMC07126",2012,0.33340554,0.86115659340659,"DS_Mag_50","NAT",0.43340554,10884.2,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.33340554
"208","SMC01151",2009,0.53843942,22.968433982684,"DS_Mag_50","NAT",0.63843942,46.8,"NAT",-10.7138647980125,10.3609923839238,"No","No",54.8902968668434,"Type E",0.53843942
"209","SMC01358",2011,0.3957801,57.3782470862469,"DS_Mag_50","HB",0.4957801,85.68,"NAT",-10.7138647980125,10.3609923839238,"No","No",81.9426474141849,"Type E",0.3957801
"210","SMC01358",2011,0.3957801,57.3782470862469,"DS_Mag_50","HB",0.4957801,85.68,"HB",-24.4146852806944,29.2186977663974,"No","No",49.0770470515108,"Type E",0.3957801
"211","SMC08655",2012,1.08139288,0.596591075591076,"DS_Mag_50","SB1",1.18139288,100.57,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",1.08139288
"212","SMC08655",2012,1.08139288,0.596591075591076,"DS_Mag_50","SB1",1.18139288,100.57,"SB2",-15.8037617728112,15.4734295507655,"Yes","Yes",NA,"Type X",1.08139288
"213","412M08632",2017,0.36662216,5.32226207126207,"DS_Mag_50","HB",0.46662216,148.81,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.36662216
"214","412M08632",2017,0.36662216,5.32226207126207,"DS_Mag_50","HB",0.46662216,148.81,"HB",-24.4146852806944,29.2186977663974,"Yes","No",NA,"Type E",0.36662216
"215","SMC01934",2012,0.56873842,1.33104995004995,"DS_Mag_50","SB2",0.66873842,99.92,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.56873842
"216","SMC01934",2012,0.56873842,1.33104995004995,"DS_Mag_50","SB2",0.66873842,99.92,"SB2",-15.8037617728112,15.4734295507655,"Yes","No",NA,"Type E",0.56873842
"217","SMC02563",2014,0.48340097,1.1392678987679,"DS_Mag_50","SB2",0.58340097,502.95,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.48340097
"218","SMC02563",2014,0.48340097,1.1392678987679,"DS_Mag_50","SB2",0.58340097,502.95,"SB2",-15.8037617728112,15.4734295507655,"Yes","No",NA,"Type E",0.48340097
"219","SMC02933",2010,0.70301712,3.93412462537462,"DS_Mag_50","NAT",0.80301712,116.42,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.70301712
"220","SMC05230",2012,0.63611972,17.6750580253081,"DS_Mag_50","SB2",0.73611972,99.97,"NAT",-10.7138647980125,10.3609923839238,"No","No",41.3807164361872,"Type E",0.63611972
"221","SMC05230",2012,0.63611972,17.6750580253081,"DS_Mag_50","SB2",0.73611972,99.97,"SB2",-15.8037617728112,15.4734295507655,"No","No",12.4561315238128,"Type E",0.63611972
"222","402M00030",2017,0.63489086,0.910826007326006,"DS_Mag_50","NAT",0.73489086,1812.64,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.63489086
"223","402M00029",2016,0.35406609,0.507085414585415,"DS_Mag_50","NAT",0.45406609,18553.09,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.35406609
"224","910M24979",2021,0.66146495,5.67700932400932,"DS_Mag_50","NAT",0.76146495,147.08,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.66146495
"225","404M07375",2019,0.83971421,5.03356368631369,"DS_Mag_50","NAT",0.93971421,76.09,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.83971421
"226","905M21789",2020,0.75918438,1.83007267732268,"DS_Mag_50","NAT",0.85918438,34.42,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.75918438
"227","SMC08766",2018,0.31658032,22.6159293206793,"DS_Mag_50","HB",0.41658032,3.36,"NAT",-10.7138647980125,10.3609923839238,"No","No",54.1871915276547,"Type D",0.31658032
"228","SMC08766",2018,0.31658032,22.6159293206793,"DS_Mag_50","HB",0.41658032,3.36,"HB",-24.4146852806944,29.2186977663974,"No","No",29.1952117115998,"Type D",0.31658032
"229","SMC04748",2009,0.67808034,24.3674099234099,"DS_Mag_50","NAT",0.77808034,51.05,"NAT",-10.7138647980125,10.3609923839238,"No","No",57.4801244100632,"Type E",0.67808034
"230","SMC06188",2014,1.06242093,-1.04998551448551,"DS_Mag_50","SB1",1.16242093,1720.02,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",1.06242093
"231","SMC06188",2014,1.06242093,-1.04998551448551,"DS_Mag_50","SB1",1.16242093,1720.02,"SB2",-15.8037617728112,15.4734295507655,"Yes","Yes",NA,"Type X",1.06242093
"232","SMC00436",2017,0.62060885,15.4134874292374,"DS_Mag_50","HB",0.72060885,81.29,"NAT",-10.7138647980125,10.3609923839238,"No","No",32.7797006907708,"Type E",0.62060885
"233","SMC00436",2017,0.62060885,15.4134874292374,"DS_Mag_50","HB",0.72060885,81.29,"HB",-24.4146852806944,29.2186977663974,"No","No",89.5657806225819,"Type E",0.62060885
"234","SMC16446",2012,0.79919466,3.13876423576423,"DS_Mag_50","NAT",0.89919466,61.81,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.79919466
"235","405M10598",2021,0.447197,2.78732467532468,"DS_Mag_50","HB",0.547197,0,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.447197
"236","405M10598",2021,0.447197,2.78732467532468,"DS_Mag_50","HB",0.547197,0,"HB",-24.4146852806944,29.2186977663974,"Yes","No",NA,"Type D",0.447197
"237","SMC04264",2021,0.3979169,-12.228464035964,"DS_Mag_50","NAT",0.4979169,134.85,"NAT",-10.7138647980125,10.3609923839238,"No","No",12.3858502056927,"Type E",0.3979169
"238","403M01575",2020,0.81270907,1.25298176823177,"DS_Mag_50","NAT",0.91270907,3.99,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.81270907
"239","SMC13630",2020,0.38264821,22.6159293206793,"DS_Mag_50","HB",0.48264821,52.97,"NAT",-10.7138647980125,10.3609923839238,"No","No",54.1871915276547,"Type E",0.38264821
"240","SMC13630",2020,0.38264821,22.6159293206793,"DS_Mag_50","HB",0.48264821,52.97,"HB",-24.4146852806944,29.2186977663974,"No","No",29.1952117115998,"Type E",0.38264821
"241","408M03005",2015,0.69308165,4.7196108058608,"DS_Mag_50","HB",0.79308165,38.99,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.69308165
"242","408M03005",2015,0.69308165,4.7196108058608,"DS_Mag_50","HB",0.79308165,38.99,"HB",-24.4146852806944,29.2186977663974,"Yes","No",NA,"Type E",0.69308165
"243","SMC01201",2010,0.8492468,1.62538186813187,"DS_Mag_50","NAT",0.9492468,25.84,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.8492468
"244","402M00043",2016,0.77673276,1.23608391608391,"DS_Mag_50","NAT",0.87673276,2.43,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.77673276
"245","412M08643",2018,0.34539529,94.5920726773226,"DS_Mag_50","HB",0.44539529,24.79,"NAT",-10.7138647980125,10.3609923839238,"No","No",89.0466588894106,"Type E",0.34539529
"246","412M08643",2018,0.34539529,94.5920726773226,"DS_Mag_50","HB",0.44539529,24.79,"HB",-24.4146852806944,29.2186977663974,"No","No",69.110838847913,"Type E",0.34539529
"247","402M00110",2019,0.86127107,0.804946303696303,"DS_Mag_50","SB1",0.96127107,99.39,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.86127107
"248","402M00110",2019,0.86127107,0.804946303696303,"DS_Mag_50","SB1",0.96127107,99.39,"SB2",-15.8037617728112,15.4734295507655,"Yes","Yes",NA,"Type X",0.86127107
"249","SMC06216",2020,0.96084854,-1.53748817848818,"DS_Mag_50","NAT",1.06084854,38.37,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.96084854
"250","902M18929",2021,0.89806129,2.32387204462204,"DS_Mag_50","NAT",0.99806129,48.2,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.89806129
"251","SMC16832",2018,0.30532013,22.6159293206793,"DS_Mag_50","HB",0.40532013,8.98,"NAT",-10.7138647980125,10.3609923839238,"No","No",54.1871915276547,"Type D",0.30532013
"252","SMC16832",2018,0.30532013,22.6159293206793,"DS_Mag_50","HB",0.40532013,8.98,"HB",-24.4146852806944,29.2186977663974,"No","No",29.1952117115998,"Type D",0.30532013
"253","903M20177",2017,0.78215159,1.81591366966367,"DS_Mag_50","NAT",0.88215159,33.59,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.78215159
"254","901M14126",2016,0.59178416,1.2064319014319,"DS_Mag_50","NAT",0.69178416,1886.55,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.59178416
"255","904M21764",2018,0.45753471,2.74681984681985,"DS_Mag_50","NAT",0.55753471,3343.87,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.45753471
"256","SMC00910",2009,0.54781505,0.991033799533799,"DS_Mag_50","SB0",0.64781505,0,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.54781505
"257","SMC00910",2009,0.54781505,0.991033799533799,"DS_Mag_50","SB0",0.64781505,0,"SB2",-15.8037617728112,15.4734295507655,"Yes","No",NA,"Type D",0.54781505
"258","SMC01049",2014,0.64079334,0.487665501165502,"DS_Mag_50","NAT",0.74079334,3313.75,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.64079334
"259","SMC02712",2012,0.91005712,0.167544455544456,"DS_Mag_50","NAT",1.01005712,0,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.91005712
"260","SMC05702",2010,0.51430547,11.4625168165168,"DS_Mag_50","NAT",0.61430547,194.2,"NAT",-10.7138647980125,10.3609923839238,"No","No",9.60979556431942,"Type B",0.51430547
"261","SMC05902",2011,0.54576501,1.54643156843157,"DS_Mag_50","HB",0.64576501,0,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.54576501
"262","SMC05902",2011,0.54576501,1.54643156843157,"DS_Mag_50","HB",0.64576501,0,"HB",-24.4146852806944,29.2186977663974,"Yes","No",NA,"Type D",0.54576501
"263","SMC00198",2021,0.78614815,1.39869272394273,"DS_Mag_50","NAT",0.88614815,14.3,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.78614815
"264","402M00191",2022,0.85109692,3.10044846819847,"DS_Mag_50","NAT",0.95109692,61.28,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.85109692
"265","SMC17432",2021,0.37948423,22.6159293206793,"DS_Mag_50","HB",0.47948423,50.63,"NAT",-10.7138647980125,10.3609923839238,"No","No",54.1871915276547,"Type E",0.37948423
"266","SMC17432",2021,0.37948423,22.6159293206793,"DS_Mag_50","HB",0.47948423,50.63,"HB",-24.4146852806944,29.2186977663974,"No","No",29.1952117115998,"Type E",0.37948423
"267","SMC00710",2022,0.66050361,15.2876224608724,"DS_Mag_50","NAT",0.76050361,7.46,"NAT",-10.7138647980125,10.3609923839238,"No","No",32.226267292759,"Type D",0.66050361
"268","SMC04008",2012,0.82131893,7.4687977022977,"DS_Mag_50","SB1",0.92131893,100.02,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.82131893
"269","SMC04008",2012,0.82131893,7.4687977022977,"DS_Mag_50","SB1",0.92131893,100.02,"SB2",-15.8037617728112,15.4734295507655,"Yes","Yes",NA,"Type X",0.82131893
"270","SMC04132",2012,0.64231609,9.82134632034632,"DS_Mag_50","HB",0.74231609,70.66,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.64231609
"271","SMC04132",2012,0.64231609,9.82134632034632,"DS_Mag_50","HB",0.74231609,70.66,"HB",-24.4146852806944,29.2186977663974,"Yes","No",NA,"Type E",0.64231609
"272","SMC04756",2014,0.65494459,3.42300133200134,"DS_Mag_50","SB0",0.75494459,59.01,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.65494459
"273","SMC04756",2014,0.65494459,3.42300133200134,"DS_Mag_50","SB0",0.75494459,59.01,"SB2",-15.8037617728112,15.4734295507655,"Yes","No",NA,"Type E",0.65494459
"274","SMC05109",2014,0.58092846,-0.364555694305694,"DS_Mag_50","NAT",0.68092846,6289.85,"NAT",-10.7138647980125,10.3609923839238,"Yes","No",NA,"Type A",0.58092846
"275","801EBC126",2008,0.51904241,-28.7229852647352,"DS_Mag_50","NAT",0.61904241,0,"NAT",-10.7138647980125,10.3609923839238,"No","No",62.6993340028395,"Type D",0.51904241
"276","802HYC496",2008,0.86759659,0.20360631035631,"DS_Mag_50","NAT",0.96759659,0,"NAT",-10.7138647980125,10.3609923839238,"Yes","Yes",NA,"Type X",0.86759659
